district,place_id,name,address,lat,lng,rating,num_ratings
Colombo,ChIJUW_XmyZZ4joRjUkgvd8Jr0E,Cargills (Ceylon) PLC,"40 York St, Colombo, Sri Lanka",6.9356673,79.8447204,4.1,1249
Colombo,ChIJ7wXXtOVY4joROQZwLR4-HSs,Cargills Food City - Kotahena,"108 George R. De Silva Mawatha, Colombo 00130, Sri Lanka",6.948634299999999,79.8594693,3.9,901
Colombo,ChIJqZWZIdVZ4joRilkIsob0M4M,Cargills Food City Express - Maligawatta,"83 Maligawatta Pl, Colombo 01000, Sri Lanka",6.934709199999999,79.86743539999999,3.7,92
Colombo,ChIJdf4QgapZ4joRtaivH6tbWPM,Cargills Food City - Maligawatta 2,"227 Sri Saddarma Mawatha, Colombo 01000, Sri Lanka",6.9386902,79.8747583,3.9,159
Colombo,ChIJPeSxV0xa4joRtmpp-oZEcU8,Cargills Food City - Bernards,"106/3 Dutugemunu St, Kohuwala, Sri Lanka",6.8703941,79.87749819999999,4.1,584
Colombo,ChIJb2G72kFa4joRWmPHtsB4NiA,Cargills Food City - Stanley Tillekarathne Mawatha,"Stanley Thilakarathna Mawatha, Nugegoda, Sri Lanka",6.874745,79.89604489999999,4.1,425
Colombo,ChIJq9ODBgBZ4joRVlx0tVJff6o,Cargills Food City - Kolonnawa 02,"135 B96, Sri Jayawardenepura Kotte 10600, Sri Lanka",6.9324387,79.8941231,3.5,15
Gampaha,ChIJFfWzt5L74joRsVR29yBigEw,Cargills Food City - Gampaha 1,"3XVW+3GV, Bauddhaloka Mawatha, Gampaha, Sri Lanka",7.0927327,79.9963009,3.3,18
Gampaha,ChIJDRDyXO374joRdU28zUoYsjE,Cargills Food City - Gampaha 2,"257 Colombo Rd, Gampaha, Sri Lanka",7.08965,80.0043159,4.1,494
Gampaha,ChIJAQAAAAz84joR3B9JBraWOY8,Cargills Food Gampaha 03,"No. 27 Oruthota Road, Gampaha, Sri Lanka",7.0912893,79.9926679,3.3,27
Gampaha,ChIJkTzKy4f94joRFNqWTW0czv4,Cargills Food City - Yakkala 2,"No : 12, Madugaswalawwa, Ja Ela-Ekala-Gampaha-Yakkala Hwy, Yakkala, Sri Lanka",7.0884726,80.02907549999999,4.2,151
